segment_name,segment_start_sec,segment_end_sec,frame_idx,processed_idx,bag_abs_time,bag_rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,baseline_mode,corner,fail_count,center_jump,lane_width_jump,recovery_used,recovery_success,recovery_left_found,recovery_right_found,recovery_window_px,recovery_reason,local_first_used,local_accept,full_fallback_used,local_reason,v3_full_recheck_used,v3_mismatch,v3_tentative_count,v3_full_recheck_accept,v3_decision,suspicious_reasons
lap1_problem_section_v3,37.440000,43.640000,1290,173,1780899053.710042238,43.234494686,101.928778,48.034225,16,236,224,4,0,4,,0.322033898,,657,,354,34,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1291,174,1780899053.745184660,43.269637108,103.711009,48.208758,16,236,264,6,0,6,,0.316666667,,657,,355,35,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1292,175,1780899053.782316923,43.306769371,105.736080,48.427100,16,236,254,4,0,4,,0.333333333,,654,,353,33,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1293,176,1780899053.814036608,43.338489056,107.818438,48.420486,16,236,223,6,0,6,,0.338983051,,653,,352,32,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1294,177,1780899053.843927622,43.368380070,109.760384,48.343496,16,236,182,3,0,3,,0.346153846,,651,,352,32,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1295,178,1780899053.877878666,43.402331114,112.055085,48.228436,16,235,164,3,0,3,,0.382352941,,647,,349,29,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1296,179,1780899053.913780689,43.438233137,114.293040,48.370583,16,236,104,2,0,2,,0.382352941,,646,,348,28,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1297,180,1780899053.945928574,43.470381021,116.565938,48.438502,16,236,90,2,0,2,,0.368421053,,644,,348,28,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1298,181,1780899053.976969004,43.501421452,117.719403,48.226154,16,236,78,1,0,1,,0.333333333,,612,,317,-3,RIGHT,BOTH,STRAIGHT,0,31,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1299,182,1780899054.013924122,43.538376570,118.971179,48.124042,17,235,62,1,0,1,,0.333333333,,608,,314,-6,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1300,183,1780899054.047360659,43.571813107,119.828736,47.638912,19,236,62,1,0,1,,0.333333333,,608,,279,-41,RIGHT,BOTH,STRAIGHT,0,35,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1301,184,1780899054.081651211,43.606103659,121.018892,47.285972,16,236,64,2,0,2,,0.344827586,,608,,259,-61,RIGHT,BOTH,STRAIGHT,0,20,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1302,185,1780899054.113345861,43.637798309,121.994261,46.904818,16,236,62,1,0,1,,0.350000000,,606,,239,-81,RIGHT,BOTH,STRAIGHT,0,20,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
