frame_idx,processed_idx,timestamp,rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,corner,fail_count,center_jump,lane_width_jump,suspicious_reasons
3677,3677,1780899133.715061665,123.239514,144.192528,67.340837,16,235,8456,271,11,10,-0.173913043,0.142857143,327,523,196,425,105,BOTH,STRAIGHT,0,166,222,center_jump;lane_width_jump
3678,3678,1780899133.747527361,123.271980,144.787670,67.070212,16,236,8290,266,4,7,-0.360000000,0.133333333,344,532,188,438,118,BOTH,STRAIGHT,0,13,8,
3679,3679,1780899133.780532598,123.304985,145.858395,67.002937,16,235,8044,246,11,5,-0.200000000,0.100000000,354,340,-14,347,27,BOTH,STRAIGHT,0,91,202,center_jump;lane_width_jump
3680,3680,1780899133.817921638,123.342374,145.474389,66.853839,16,235,8171,273,10,10,-0.100000000,0.142857143,505,746,241,625,305,BOTH,STRAIGHT,0,278,255,center_jump;lane_width_jump
3681,3681,1780899133.848347902,123.372800,144.366193,66.977038,16,236,8171,281,13,13,-0.100000000,0.161290323,465,176,-289,320,0,BOTH,STRAIGHT,0,305,530,center_jump;lane_width_jump
3682,3682,1780899133.885532856,123.409985,142.916875,67.535996,16,236,8519,304,11,31,-0.136363636,0.102564103,406,561,155,483,163,BOTH,STRAIGHT,0,163,444,center_jump;lane_width_jump
3683,3683,1780899133.916812420,123.441265,139.848381,68.531243,16,236,8910,308,16,22,-0.192307692,0.100000000,119,139,20,129,-191,BOTH,STRAIGHT,0,354,135,center_jump;lane_width_jump
3684,3684,1780899133.949415445,123.473868,137.513438,69.344053,16,235,9066,307,5,21,-0.100000000,0.200000000,465,310,-155,387,67,BOTH,STRAIGHT,0,258,175,center_jump;lane_width_jump
3685,3685,1780899133.984661102,123.509114,137.069545,68.729630,16,236,8772,290,7,43,-0.192307692,0.244444444,343,578,235,460,140,BOTH,STRAIGHT,0,73,390,lane_width_jump
3686,3686,1780899134.016505480,123.540958,135.863139,68.381120,16,236,8482,264,5,16,-0.100000000,0.120000000,452,687,235,569,249,BOTH,STRAIGHT,0,109,0,center_jump
3687,3687,1780899134.049062490,123.573515,133.086392,67.589483,16,236,8381,285,9,20,-0.137931034,0.314285714,363,583,220,473,153,BOTH,STRAIGHT,0,96,15,center_jump
3688,3688,1780899134.085937738,123.610390,129.585923,66.173351,16,235,8076,233,5,6,-5.142857143,0.130952381,178,273,95,155,-165,BOTH,LEFT,0,318,125,center_jump;lane_width_jump
3689,3689,1780899134.117778778,123.642231,126.164190,65.012150,16,235,7959,230,4,14,-5.000000000,0.166666667,156,186,30,101,-219,BOTH,LEFT,0,54,65,
3690,3690,1780899134.153148413,123.677601,122.604517,64.614437,16,236,8038,237,1,22,-0.125000000,0.120000000,416,294,-122,355,35,BOTH,STRAIGHT,0,254,152,center_jump;lane_width_jump
3691,3691,1780899134.183878660,123.708331,122.203026,64.156902,16,235,8118,246,0,6,,0.125000000,,366,,349,29,RIGHT,STRAIGHT,0,6,,
3692,3692,1780899134.218043804,123.742496,123.944631,63.713607,16,235,8091,208,1,4,-0.138888889,0.296296296,247,290,43,268,-52,BOTH,STRAIGHT,0,81,165,center_jump;lane_width_jump
3693,3693,1780899134.252418756,123.776871,126.416761,63.252586,16,236,8499,213,2,15,-0.173913043,0.166666667,304,258,-46,281,-39,BOTH,STRAIGHT,0,13,89,
3694,3694,1780899134.285464525,123.809917,128.668153,63.077442,16,235,8630,219,1,6,-0.214285714,0.179487179,226,360,134,293,-27,BOTH,STRAIGHT,0,12,180,lane_width_jump
3695,3695,1780899134.316448927,123.840901,130.343707,63.555181,16,235,8212,207,0,15,,0.136363636,,76,,51,-269,RIGHT,STRAIGHT,0,242,,center_jump
3696,3696,1780899134.353547812,123.878000,131.906065,64.501507,16,235,8161,211,3,5,-0.136363636,0.136363636,336,379,43,357,37,BOTH,STRAIGHT,0,306,91,center_jump
3697,3697,1780899134.383071423,123.907524,134.033125,65.181070,16,236,7910,195,2,7,-0.100000000,0.100000000,587,216,-371,401,81,BOTH,STRAIGHT,0,44,414,lane_width_jump
3698,3698,1780899134.420390606,123.944843,134.988821,66.241338,16,236,8060,229,5,11,-7.750000000,0.258064516,183,284,101,163,-157,BOTH,LEFT,0,238,472,center_jump;lane_width_jump
3699,3699,1780899134.452255249,123.976708,135.459531,67.120397,16,235,8172,238,12,11,-0.130434783,0.100000000,325,261,-64,293,-27,BOTH,STRAIGHT,0,130,165,center_jump;lane_width_jump
3700,3700,1780899134.483938694,124.008391,135.084119,68.078278,16,236,8272,275,9,6,-0.150000000,0.222222222,335,458,123,396,76,BOTH,STRAIGHT,0,103,187,center_jump;lane_width_jump
3701,3701,1780899134.522988081,124.047441,135.606080,68.200383,16,235,8653,310,17,10,-0.187500000,0.100000000,332,377,45,354,34,BOTH,STRAIGHT,0,42,78,
3702,3702,1780899134.553531885,124.077984,136.830213,67.273058,16,235,8776,308,9,9,-0.200000000,0.176470588,346,319,-27,332,12,BOTH,STRAIGHT,0,22,72,
3703,3703,1780899134.585822582,124.110275,137.651051,66.838404,16,236,8697,292,5,11,-0.130434783,0.106382979,448,105,-343,276,-44,BOTH,STRAIGHT,0,56,316,lane_width_jump
3704,3704,1780899134.619535685,124.143988,138.153551,66.818725,16,235,8584,308,8,18,-0.120000000,0.121212121,645,205,-440,425,105,BOTH,STRAIGHT,0,149,97,center_jump
3705,3705,1780899134.652125597,124.176578,140.306506,66.740141,16,235,8389,302,9,6,-0.120000000,0.142857143,-101,315,416,107,-213,BOTH,STRAIGHT,0,318,856,center_jump;lane_width_jump
3706,3706,1780899134.691095829,124.215548,143.179645,66.386780,16,236,8315,282,6,8,-0.138888889,0.100000000,124,317,193,220,-100,BOTH,STRAIGHT,0,113,223,center_jump;lane_width_jump
3707,3707,1780899134.719806433,124.244259,146.521506,65.513301,16,236,8155,286,10,12,-0.108108108,0.172413793,214,614,400,414,94,BOTH,STRAIGHT,0,194,207,center_jump;lane_width_jump
3708,3708,1780899134.752431393,124.276884,149.553707,64.557108,16,235,8060,275,13,8,-0.153846154,0.153846154,265,191,-74,228,-92,BOTH,STRAIGHT,0,186,474,center_jump;lane_width_jump
3709,3709,1780899134.789201021,124.313653,150.055355,64.685046,16,235,7884,258,9,24,-0.130434783,0.136363636,289,420,131,354,34,BOTH,STRAIGHT,0,126,205,center_jump;lane_width_jump
3710,3710,1780899134.820343971,124.344796,149.928793,65.023130,16,236,7776,260,7,17,-6.600000000,0.146341463,183,333,150,188,-132,BOTH,LEFT,0,166,19,center_jump
3711,3711,1780899134.857065439,124.381518,149.104176,65.636243,16,236,7871,244,2,9,-0.312500000,0.281250000,263,496,233,379,59,BOTH,STRAIGHT,0,191,83,center_jump
3712,3712,1780899134.888295412,124.412748,148.213651,66.495691,16,236,7828,261,2,24,-0.153846154,0.125000000,323,220,-103,271,-49,BOTH,STRAIGHT,0,108,336,center_jump;lane_width_jump
3713,3713,1780899134.919970989,124.444423,148.193182,66.184583,16,236,7671,223,0,10,,0.375000000,,458,,421,101,RIGHT,STRAIGHT,0,150,,center_jump
3714,3714,1780899134.955806255,124.480259,147.924616,65.697230,16,235,7584,244,2,20,-0.125000000,0.130434783,535,66,-469,300,-20,BOTH,STRAIGHT,0,121,366,center_jump;lane_width_jump
3715,3715,1780899134.987801552,124.512254,147.745625,65.423566,16,236,7405,226,3,8,-0.120000000,0.293103448,540,513,-27,526,206,BOTH,STRAIGHT,0,226,442,center_jump;lane_width_jump
3716,3716,1780899135.021019936,124.545472,148.214503,64.862906,16,236,7448,235,4,20,-1.888888889,0.333333333,194,435,241,244,-76,BOTH,LEFT,0,282,268,center_jump;lane_width_jump
3717,3717,1780899135.058215380,124.582668,148.919134,63.952694,16,235,7282,223,1,20,-0.178571429,0.217391304,223,458,235,340,20,BOTH,STRAIGHT,0,96,6,center_jump
3718,3718,1780899135.089884758,124.614337,150.246960,63.307751,16,236,7300,179,1,10,-0.107142857,0.260869565,307,481,174,394,74,BOTH,STRAIGHT,0,54,61,
3719,3719,1780899135.126347542,124.650800,151.395000,63.392031,16,235,7117,183,4,11,-5.300000000,0.156250000,227,391,164,239,-81,BOTH,LEFT,0,155,10,center_jump
3720,3720,1780899135.156396627,124.680849,150.117358,64.029145,16,235,6770,187,3,8,-0.115384615,0.181818182,367,428,61,397,77,BOTH,STRAIGHT,0,158,103,center_jump;lane_width_jump
3721,3721,1780899135.188380957,124.712833,150.203068,64.626776,16,235,6708,197,7,3,-0.102564103,0.343750000,130,596,466,363,43,BOTH,STRAIGHT,0,34,405,lane_width_jump
3722,3722,1780899135.224494696,124.748947,152.334503,64.725971,16,235,6411,179,7,2,-1.000000000,0.166666667,248,568,320,408,88,BOTH,STRAIGHT,0,45,146,lane_width_jump
3723,3723,1780899135.256472826,124.780925,155.658963,64.680988,16,235,6625,191,6,5,-0.136363636,0.375000000,63,555,492,309,-11,BOTH,STRAIGHT,0,99,172,center_jump;lane_width_jump
3724,3724,1780899135.289433002,124.813885,158.456974,64.444321,16,235,6707,227,29,7,-0.115384615,0.390625000,439,577,138,508,188,BOTH,STRAIGHT,0,199,354,center_jump;lane_width_jump
3725,3725,1780899135.324423552,124.848876,161.680724,64.866999,16,235,6390,228,31,8,-0.100000000,0.423076923,482,550,68,516,196,BOTH,STRAIGHT,0,8,70,
3726,3726,1780899135.357264519,124.881717,165.801747,63.817757,16,236,6449,206,29,5,-0.190476190,0.454545455,313,575,262,444,124,BOTH,STRAIGHT,0,72,194,lane_width_jump
3727,3727,1780899135.393004179,124.917457,170.262401,61.766520,16,235,6640,223,37,6,-0.181818182,0.416666667,236,572,336,404,84,BOTH,STRAIGHT,0,40,74,
3728,3728,1780899135.424855232,124.949308,173.832841,60.163364,16,235,6388,189,30,5,-0.130434783,1.276923077,295,537,242,416,96,BOTH,STRAIGHT,0,12,94,
3729,3729,1780899135.457253456,124.981706,176.392230,59.264482,16,235,6093,188,31,4,-0.333333333,1.244186047,175,542,367,358,38,BOTH,STRAIGHT,0,58,125,lane_width_jump
3730,3730,1780899135.492569208,125.017022,178.660497,58.651622,16,235,5897,171,20,3,-0.200000000,1.236111111,159,542,383,350,30,BOTH,STRAIGHT,0,8,16,
3731,3731,1780899135.524866104,125.049319,179.612614,58.065447,16,235,5911,186,27,4,-0.120000000,1.240000000,145,545,400,345,25,BOTH,STRAIGHT,0,5,17,
3732,3732,1780899135.556751251,125.081204,179.297727,58.199200,16,235,5830,171,16,5,-0.115384615,1.222222222,129,551,422,340,20,BOTH,STRAIGHT,0,5,22,
3733,3733,1780899135.595067263,125.119520,178.792386,57.996971,16,235,5846,163,11,4,-0.136363636,1.200000000,59,552,493,305,-15,BOTH,STRAIGHT,0,35,71,
3734,3734,1780899135.627167463,125.151620,178.634034,57.807223,16,236,5713,159,17,3,-0.272727273,1.193181818,232,552,320,392,72,BOTH,STRAIGHT,0,87,173,center_jump;lane_width_jump
3735,3735,1780899135.663793087,125.188246,177.803452,57.671306,16,236,5783,154,12,3,-0.151515152,1.238805970,197,552,355,374,54,BOTH,STRAIGHT,0,18,35,
3736,3736,1780899135.696408272,125.220861,176.122841,58.441390,16,235,5777,162,11,6,-0.138888889,0.466666667,237,576,339,406,86,BOTH,STRAIGHT,0,32,16,
3737,3737,1780899135.726354599,125.250807,173.766648,59.752315,16,235,5984,163,4,5,-5.285714286,0.484848485,214,566,352,320,0,BOTH,LEFT,0,86,13,center_jump
3738,3738,1780899135.763232708,125.287685,171.291648,61.087403,16,236,6020,170,7,6,-5.333333333,0.125000000,218,393,175,235,-85,BOTH,LEFT,0,85,177,center_jump;lane_width_jump
3739,3739,1780899135.793718100,125.318171,168.747884,62.240615,16,235,6336,187,11,6,-5.166666667,0.472222222,218,569,351,323,3,BOTH,LEFT,0,88,176,center_jump;lane_width_jump
3740,3740,1780899135.830123425,125.354576,167.473352,63.027469,16,236,6682,217,13,8,-5.222222222,0.511111111,217,510,293,293,-27,BOTH,LEFT,0,30,58,
3741,3741,1780899135.862594604,125.387047,167.052812,64.057191,16,235,6882,228,8,9,-5.428571429,0.105263158,216,549,333,312,-8,BOTH,LEFT,0,19,40,
3742,3742,1780899135.897957802,125.422410,166.539773,64.922949,16,235,7192,248,7,14,-4.571428571,0.115384615,214,398,184,236,-84,BOTH,LEFT,0,76,149,lane_width_jump
3743,3743,1780899135.931957245,125.456410,166.372187,65.464496,16,235,7309,219,2,15,-0.100000000,0.142857143,-97,322,419,112,-208,BOTH,STRAIGHT,0,124,235,center_jump;lane_width_jump
3744,3744,1780899135.959250689,125.483703,165.449034,66.131262,16,235,7381,227,4,9,-0.125000000,0.103448276,-103,446,549,171,-149,BOTH,STRAIGHT,0,59,130,lane_width_jump
3745,3745,1780899135.991734982,125.516187,164.333736,66.567737,16,235,7496,218,3,18,-0.153846154,0.150000000,198,268,70,233,-87,BOTH,STRAIGHT,0,62,479,lane_width_jump
3746,3746,1780899136.028250933,125.552703,162.765682,67.023912,16,236,7502,222,4,19,-0.171428571,0.137931034,162,508,346,335,15,BOTH,STRAIGHT,0,102,276,center_jump;lane_width_jump
3747,3747,1780899136.060746193,125.585199,161.027401,67.210651,16,235,7330,194,3,15,-0.130434783,0.166666667,354,232,-122,293,-27,BOTH,STRAIGHT,0,42,468,lane_width_jump
3748,3748,1780899136.095813036,125.620265,158.794247,67.722920,16,235,7110,185,4,17,-0.617647059,0.111111111,240,289,49,264,-56,BOTH,STRAIGHT,0,29,171,lane_width_jump
3749,3749,1780899136.129313707,125.653766,156.093693,68.293354,16,236,6925,173,4,8,-0.103448276,0.142857143,393,373,-20,383,63,BOTH,STRAIGHT,0,119,69,center_jump
3750,3750,1780899136.161623240,125.686076,153.484077,69.277623,16,236,7080,183,6,14,-0.132075472,0.280000000,463,428,-35,445,125,BOTH,STRAIGHT,0,62,15,
3751,3751,1780899136.195897579,125.720350,151.460440,70.739431,16,235,6883,197,9,17,-0.166666667,0.153846154,52,323,271,187,-133,BOTH,STRAIGHT,0,258,306,center_jump;lane_width_jump
3752,3752,1780899136.227198601,125.751651,149.938778,71.067368,16,235,6914,193,7,9,-0.148148148,0.129032258,456,353,-103,404,84,BOTH,STRAIGHT,0,217,374,center_jump;lane_width_jump
3753,3753,1780899136.259718180,125.784171,150.186889,70.704115,16,236,6730,176,4,13,-0.133333333,0.137931034,527,292,-235,409,89,BOTH,STRAIGHT,0,5,132,lane_width_jump
3754,3754,1780899136.297502756,125.821955,152.772656,69.912320,16,235,6419,159,7,9,-0.130434783,0.156250000,240,385,145,312,-8,BOTH,STRAIGHT,0,97,380,center_jump;lane_width_jump
3755,3755,1780899136.328906775,125.853359,155.570682,69.006134,16,236,6224,164,4,9,-0.169811321,0.550000000,406,437,31,421,101,BOTH,STRAIGHT,0,109,114,center_jump;lane_width_jump
3756,3756,1780899136.363644361,125.888097,158.640682,67.927585,16,235,6348,157,7,10,-0.142857143,0.200000000,446,282,-164,364,44,BOTH,STRAIGHT,0,57,195,lane_width_jump
3757,3757,1780899136.394952059,125.919405,160.074616,67.817960,16,236,6334,151,8,8,-0.181818182,0.200000000,346,376,30,361,41,BOTH,STRAIGHT,0,3,194,lane_width_jump
3758,3758,1780899136.429245710,125.953698,160.713026,67.986507,16,236,6224,154,10,6,-0.218750000,0.443181818,383,514,131,448,128,BOTH,STRAIGHT,0,87,101,center_jump;lane_width_jump
3759,3759,1780899136.464786768,125.989239,161.361818,68.527274,16,236,6255,170,7,7,-0.121212121,0.444444444,525,501,-24,513,193,BOTH,STRAIGHT,0,65,155,lane_width_jump
3760,3760,1780899136.495396376,126.019849,162.274020,69.226390,16,235,6319,178,9,8,-1.000000000,0.471428571,192,409,217,300,-20,BOTH,STRAIGHT,0,213,241,center_jump;lane_width_jump
3761,3761,1780899136.527701139,126.052154,161.588224,70.652039,16,235,6531,185,5,3,-1.000000000,0.600000000,135,387,252,261,-59,BOTH,STRAIGHT,0,39,35,
3762,3762,1780899136.564627171,126.089080,160.901023,71.692560,16,235,6636,193,5,4,-1.000000000,0.527777778,173,392,219,282,-38,BOTH,STRAIGHT,0,21,33,
3763,3763,1780899136.595870495,126.120323,160.012472,72.198686,16,236,6627,190,5,6,-1.000000000,0.535714286,169,395,226,282,-38,BOTH,STRAIGHT,0,0,7,
3764,3764,1780899136.631259441,126.155712,159.170568,72.256664,16,236,6471,195,5,5,-0.133333333,0.150000000,-116,339,455,111,-209,BOTH,STRAIGHT,0,171,229,center_jump;lane_width_jump
3765,3765,1780899136.664114475,126.188567,158.332869,72.006818,16,235,6047,164,7,6,-0.285714286,0.250000000,66,344,278,205,-115,BOTH,STRAIGHT,0,94,177,center_jump;lane_width_jump
3766,3766,1780899136.694988489,126.219441,157.169744,71.431303,16,236,5891,156,6,8,-1.000000000,0.166666667,166,315,149,240,-80,BOTH,STRAIGHT,0,35,129,lane_width_jump
3767,3767,1780899136.731909990,126.256362,155.920540,70.583322,16,235,5897,155,13,13,-0.185185185,0.176470588,186,334,148,260,-60,BOTH,STRAIGHT,0,20,1,
3768,3768,1780899136.764890909,126.289343,154.560895,69.791591,16,235,6046,155,2,13,-1.197183099,0.173913043,174,263,89,148,-172,BOTH,LEFT,0,112,59,center_jump
3769,3769,1780899136.800976038,126.325428,154.256065,69.488237,16,235,6266,163,17,11,-0.100000000,0.103448276,317,428,111,372,52,BOTH,STRAIGHT,0,224,22,center_jump
3770,3770,1780899136.831213951,126.355666,154.016264,69.517480,16,235,6887,180,13,26,-0.125000000,0.130434783,423,327,-96,375,55,BOTH,STRAIGHT,0,3,207,lane_width_jump
3771,3771,1780899136.862955570,126.387408,154.293594,68.705653,16,236,6904,200,18,27,-0.285714286,0.100000000,221,400,179,310,-10,BOTH,STRAIGHT,0,65,275,lane_width_jump
3772,3772,1780899136.899823189,126.424276,153.882145,68.701663,16,236,6760,186,13,23,-0.150000000,0.115384615,71,481,410,276,-44,BOTH,STRAIGHT,0,34,231,lane_width_jump
3773,3773,1780899136.932404995,126.456857,153.177145,69.380370,16,235,7138,225,4,19,-0.166666667,0.120689655,312,137,-175,224,-96,BOTH,STRAIGHT,0,52,585,lane_width_jump
3774,3774,1780899136.964700699,126.489153,152.219801,70.231967,16,235,7286,239,6,24,-0.204545455,0.153846154,214,186,-28,200,-120,BOTH,STRAIGHT,0,24,147,lane_width_jump
3775,3775,1780899136.999898195,126.524351,150.974332,71.195557,16,235,7205,240,2,22,-0.100000000,0.120000000,602,78,-524,340,20,BOTH,STRAIGHT,0,140,496,center_jump;lane_width_jump
3776,3776,1780899137.031781912,126.556234,149.651932,71.684995,16,236,6928,222,1,25,-5.000000000,0.125000000,151,524,373,267,-53,BOTH,LEFT,0,73,897,lane_width_jump
3777,3777,1780899137.069079399,126.593532,148.366406,71.777131,16,236,6836,218,3,28,-0.100000000,0.346153846,650,435,-215,542,222,BOTH,STRAIGHT,0,275,588,center_jump;lane_width_jump
3778,3778,1780899137.100015163,126.624468,146.406250,72.179437,16,236,7089,225,0,23,,0.136363636,,369,,391,71,RIGHT,STRAIGHT,0,151,,center_jump
3779,3779,1780899137.131656885,126.656109,143.475057,73.379542,16,235,6871,185,2,30,-0.150000000,0.192307692,444,298,-146,371,51,BOTH,STRAIGHT,0,20,69,
3780,3780,1780899137.167528868,126.691981,142.337642,74.023534,16,236,6784,191,2,31,-5.800000000,0.117647059,82,338,256,140,-180,BOTH,LEFT,0,231,402,center_jump;lane_width_jump
3781,3781,1780899137.199102402,126.723555,142.416108,74.053759,16,235,6826,187,2,26,-9.750000000,0.117647059,63,368,305,145,-175,BOTH,LEFT,0,5,49,
3782,3782,1780899137.231738806,126.756191,143.629460,73.932654,16,235,6963,175,1,27,-0.100000000,0.100000000,214,564,350,389,69,BOTH,STRAIGHT,0,244,45,center_jump
3783,3783,1780899137.268702507,126.793155,145.922145,73.521605,16,236,6781,170,3,22,-4.600000000,0.240000000,220,384,164,232,-88,BOTH,LEFT,0,157,186,center_jump;lane_width_jump
3784,3784,1780899137.299398899,126.823851,148.284901,72.889929,16,235,6423,146,6,17,-6.000000000,0.181818182,216,173,-43,124,-196,BOTH,LEFT,0,108,207,center_jump;lane_width_jump
3785,3785,1780899137.334960938,126.859413,151.708523,71.869123,16,235,6232,133,3,18,-5.500000000,0.142857143,200,277,77,168,-152,BOTH,LEFT,0,44,120,lane_width_jump
3786,3786,1780899137.367104292,126.891557,154.596605,70.994434,16,235,6193,141,4,22,-6.000000000,0.173913043,183,349,166,196,-124,BOTH,LEFT,0,28,89,
3787,3787,1780899137.399800539,126.924253,155.885170,70.625144,16,235,6519,150,6,15,-0.100000000,0.347826087,629,543,-86,586,266,BOTH,STRAIGHT,0,390,252,center_jump;lane_width_jump
3788,3788,1780899137.435512543,126.959965,156.298352,69.853947,16,235,6694,158,10,9,-0.560000000,0.173913043,253,249,-4,251,-69,BOTH,STRAIGHT,0,335,82,center_jump
3789,3789,1780899137.468691111,126.993144,156.222599,69.205884,16,235,6879,179,16,16,-0.233333333,0.125000000,280,210,-70,245,-75,BOTH,STRAIGHT,0,6,66,
3790,3790,1780899137.500658989,127.025111,156.109276,68.699808,16,236,7156,176,10,15,-0.162162162,0.137931034,232,242,10,237,-83,BOTH,STRAIGHT,0,8,80,
3791,3791,1780899137.535790205,127.060243,155.882557,68.770481,16,235,7362,204,8,11,-0.181818182,0.227272727,206,327,121,266,-54,BOTH,STRAIGHT,0,29,111,lane_width_jump
3792,3792,1780899137.568092823,127.092545,154.340639,69.759559,16,235,7760,226,6,14,-0.150000000,0.120000000,125,285,160,205,-115,BOTH,STRAIGHT,0,61,39,
3793,3793,1780899137.603120327,127.127573,153.229588,69.954436,16,235,8139,232,14,13,-0.214285714,0.125000000,130,78,-52,104,-216,BOTH,STRAIGHT,0,101,212,center_jump;lane_width_jump
3794,3794,1780899137.635708094,127.160161,152.643366,70.050024,16,236,8082,231,8,10,-0.150000000,0.128205128,86,52,-34,69,-251,BOTH,STRAIGHT,0,35,18,
3795,3795,1780899137.667741537,127.192194,152.904659,70.264179,16,235,8162,255,6,14,-0.142857143,0.150000000,337,120,-217,228,-92,BOTH,STRAIGHT,0,159,183,center_jump;lane_width_jump
3796,3796,1780899137.704129219,127.228582,153.004517,70.125273,16,236,7971,252,6,11,-0.103448276,0.133333333,124,193,69,158,-162,BOTH,STRAIGHT,0,70,286,lane_width_jump
3797,3797,1780899137.736598730,127.261051,152.003338,69.927454,16,235,7835,247,11,15,-2.950000000,0.380952381,187,493,306,270,-50,BOTH,LEFT,0,112,237,center_jump;lane_width_jump
3798,3798,1780899137.771968126,127.296421,150.376974,69.515939,16,235,7397,207,2,8,-0.230769231,0.133333333,266,116,-150,191,-129,BOTH,STRAIGHT,0,79,456,lane_width_jump
3799,3799,1780899137.804935694,127.329388,148.792017,68.713707,16,235,7286,234,7,16,-0.127659574,0.172413793,219,163,-56,191,-129,BOTH,STRAIGHT,0,0,94,
3800,3800,1780899137.835943460,127.360396,146.633111,68.101276,16,235,7569,221,13,19,-0.160000000,0.111111111,424,126,-298,275,-45,BOTH,STRAIGHT,0,84,242,center_jump;lane_width_jump
3801,3801,1780899137.870687246,127.395140,144.633991,68.006355,16,235,7664,233,4,12,-0.194444444,0.100000000,435,53,-382,244,-76,BOTH,STRAIGHT,0,31,84,
3802,3802,1780899137.905224562,127.429677,143.375540,68.447654,16,235,7616,224,10,16,-0.136363636,0.173913043,256,411,155,333,13,BOTH,STRAIGHT,0,89,537,center_jump;lane_width_jump
3803,3803,1780899137.935642958,127.460095,142.845923,68.894784,16,235,7340,214,8,15,-0.122448980,0.142857143,574,470,-104,522,202,BOTH,STRAIGHT,0,189,259,center_jump;lane_width_jump
3804,3804,1780899137.973050117,127.497503,143.482997,69.178332,16,236,7184,209,5,8,-0.181818182,0.771428571,395,478,83,436,116,BOTH,STRAIGHT,0,86,187,center_jump;lane_width_jump
3805,3805,1780899138.003114223,127.527567,144.334503,69.653403,16,235,7254,207,1,14,-0.238095238,0.107142857,245,300,55,272,-48,BOTH,STRAIGHT,0,164,28,center_jump
3806,3806,1780899138.039788961,127.564241,144.856477,70.236757,16,236,7282,215,2,9,-0.444444444,0.106382979,218,602,384,410,90,BOTH,STRAIGHT,0,138,329,center_jump;lane_width_jump
3807,3807,1780899138.072721958,127.597174,145.146378,70.739993,16,236,7419,233,13,12,-0.150000000,0.250000000,182,357,175,269,-51,BOTH,STRAIGHT,0,141,209,center_jump;lane_width_jump
3808,3808,1780899138.104761124,127.629214,146.054432,70.871505,16,236,7240,230,9,9,-0.115384615,0.156250000,179,319,140,249,-71,BOTH,STRAIGHT,0,20,35,
3809,3809,1780899138.139806032,127.664258,147.314687,70.695080,16,235,7199,221,8,10,-0.192307692,0.170731707,181,384,203,282,-38,BOTH,STRAIGHT,0,33,63,
3810,3810,1780899138.171739578,127.696192,149.454673,70.384551,16,235,7359,213,8,11,-0.285714286,0.518518519,297,506,209,401,81,BOTH,STRAIGHT,0,119,6,center_jump
3811,3811,1780899138.205131769,127.729584,152.025256,70.158225,16,235,7307,222,12,14,-0.125000000,0.380952381,196,314,118,255,-65,BOTH,STRAIGHT,0,146,91,center_jump
3812,3812,1780899138.240537167,127.764990,153.735341,69.841060,16,236,7402,238,10,22,-0.150000000,0.272727273,257,362,105,309,-11,BOTH,STRAIGHT,0,54,13,
3813,3813,1780899138.272044420,127.796497,153.926335,69.615129,16,235,7455,221,13,13,-0.136363636,0.100000000,136,652,516,394,74,BOTH,STRAIGHT,0,85,411,center_jump;lane_width_jump
3814,3814,1780899138.309877157,127.834330,153.373097,69.451301,16,235,7282,219,15,19,-0.125000000,0.100000000,139,297,158,218,-102,BOTH,STRAIGHT,0,176,358,center_jump;lane_width_jump
3815,3815,1780899138.339993954,127.864446,153.025256,68.753470,16,236,6878,181,10,23,-0.111111111,0.461538462,452,359,-93,405,85,BOTH,STRAIGHT,0,187,251,center_jump;lane_width_jump
3816,3816,1780899138.373440981,127.897893,152.651378,68.171438,16,236,6420,191,14,28,-0.375000000,0.347826087,152,343,191,247,-73,BOTH,STRAIGHT,0,158,284,center_jump;lane_width_jump
3817,3817,1780899138.408333778,127.932786,152.575866,68.255633,16,236,6197,183,12,20,-0.160000000,0.153846154,167,140,-27,153,-167,BOTH,STRAIGHT,0,94,218,center_jump;lane_width_jump
3818,3818,1780899138.441495895,127.965948,152.083082,68.925634,16,235,5860,169,5,19,-0.156250000,0.151515152,247,199,-48,223,-97,BOTH,STRAIGHT,0,70,21,
3819,3819,1780899138.472111702,127.996564,152.321776,69.936888,16,235,5681,146,1,8,-5.400000000,0.102564103,104,674,570,319,-1,BOTH,LEFT,0,96,618,center_jump;lane_width_jump
3820,3820,1780899138.507455826,128.031908,153.599261,70.837123,16,235,5651,158,1,7,-8.500000000,0.447368421,80,411,331,175,-145,BOTH,LEFT,0,144,239,center_jump;lane_width_jump
3821,3821,1780899138.539650440,128.064103,154.762642,71.759615,16,236,5371,138,4,7,-0.468750000,0.428571429,288,389,101,338,18,BOTH,STRAIGHT,0,163,230,center_jump;lane_width_jump
3822,3822,1780899138.574707270,128.099160,154.119134,72.460112,16,236,5319,132,2,8,-0.166666667,1.000000000,186,402,216,294,-26,BOTH,STRAIGHT,0,44,115,lane_width_jump
3823,3823,1780899138.607167482,128.131620,149.623210,72.014252,16,236,5131,129,2,8,-0.100000000,0.900000000,480,395,-85,437,117,BOTH,STRAIGHT,0,143,301,center_jump;lane_width_jump
3824,3824,1780899138.640335560,128.164788,144.626449,71.246682,16,235,5240,116,5,12,-0.228571429,0.160000000,-34,580,614,273,-47,BOTH,STRAIGHT,0,164,699,center_jump;lane_width_jump
